target,rmse,mae,r2
Area AVG,805.2277310155259,588.5637187731596,0.9193883330317517
RG AVG,0.46679064685810207,0.36327718840286194,0.8676718296890638
RDF Peak,0.07715931790335592,0.05381586652970597,0.8729145260037133
