target,rmse,mae,r2
Area AVG,811.349084277182,585.4445314426159,0.9214237737068781
RG AVG,0.5300455190651041,0.4080123186581704,0.8405842957449152
RDF Peak,0.08361591944008774,0.05656423382975411,0.8545551653562737
