target,rmse,mae,r2
Area AVG,736.0448554589361,531.2592860285944,0.9326451273839337
RG AVG,0.48248174013091194,0.38048465261346265,0.8586259237257696
RDF Peak,0.09120214474353842,0.06216431624097787,0.8224464923227404
