target,rmse,mae,r2
Area AVG,1034.1368968182157,722.3751772066075,0.8723467918337597
RG AVG,0.5972523324605249,0.4603811429567356,0.7975953543751548
RDF Peak,0.10168580385192989,0.06564118605863883,0.7848997003658769
