target,rmse,mae,r2
Area AVG,776.2861317490613,582.3479230229906,0.9280684660005524
RG AVG,0.4805081087408177,0.3756893410014918,0.8689894683065261
RDF Peak,0.08167848886265497,0.05546981543008628,0.8612171660698906
