target,rmse,mae,r2
Area AVG,996.577896281188,751.1448402024076,0.8713781513851405
RG AVG,0.6147467547410262,0.45871873577673755,0.7521523093527722
RDF Peak,0.09002105701607803,0.06013713232771365,0.7634212720472966
