target,rmse,mae,r2
Area AVG,791.4012767838384,601.9915413313997,0.9188878824493111
RG AVG,0.4612754943350171,0.3566085088276815,0.8604553621182358
RDF Peak,0.08765604782035576,0.05522361629737352,0.7756886509317602
