target,rmse,mae,r2
Area AVG,881.7210959725294,653.3191663547905,0.899317333290008
RG AVG,0.5631909825249728,0.42844552099109884,0.7919806321886874
RDF Peak,0.10732269408873343,0.0643443581824769,0.6637435617986571
