target,rmse,mae,r2
Area AVG,803.5265718226977,592.2455051105484,0.9197285806813695
RG AVG,0.5163613157276417,0.39661293632899347,0.8380744375748886
RDF Peak,0.07987465078002615,0.055212155632350754,0.8638125468153726
