target,rmse,mae,r2
Area AVG,785.8157754654362,578.0250709518463,0.9200287779535566
RG AVG,0.512830135494947,0.3962231082116772,0.8275197143958919
RDF Peak,0.08855342578429101,0.055721047990574334,0.7710723710620131
