target,rmse,mae,r2
Area AVG,930.01357695809,706.710086385252,0.8924676756303349
RG AVG,0.546370020844567,0.42794101323063666,0.8187067059140883
RDF Peak,0.08145674505660473,0.057622982579257645,0.8583641290007206
