target,rmse,mae,r2
Area AVG,727.2275910405556,529.0190598226393,0.9368728239065836
RG AVG,0.4774672528488549,0.37515396103115944,0.8706424001484419
RDF Peak,0.09152329988076016,0.06453047519369709,0.8257456198742812
