target,rmse,mae,r2
Area AVG,909.2643766192479,656.9558171728877,0.9013138920200874
RG AVG,0.5434296251008818,0.42098537063061514,0.832431887267161
RDF Peak,0.12655406454533058,0.07904746638550368,0.6668248839999245
