target,rmse,mae,r2
Area AVG,690.6951935182864,509.85981844903944,0.9382175517780296
RG AVG,0.47171458252434395,0.3725187792749462,0.8540678464517527
RDF Peak,0.10511792248453207,0.06508134558291255,0.6774173433136649
